mes;provincia;municipio;cuit;tipo;monto
05/2019;33-51715764-9;"BUENOS AIRES";"URBANO DE LA COSTA";89327.28;"Comp. Tarifaria"
05/2019;30-66764535-9;"BUENOS AIRES";ZARATE;0.00;"Comp. Tarifaria"
05/2019;30-71561637-4;"BUENOS AIRES";ZARATE;832000.00;"Comp. Gasoil"
05/2019;20-06956154-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;20-07815485-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;20-08140678-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;20-13164214-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-51755171-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-52276217-9;C.A.B.A.;C.A.B.A.;14750000.00;"Comp. Gasoil"
05/2019;30-52276217-9;C.A.B.A.;C.A.B.A.;43699203.26;"Comp. Tarifaria"
05/2019;30-53313348-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54342507-5;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54408966-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54563704-5;C.A.B.A.;C.A.B.A.;5660000.00;"Comp. Gasoil"
05/2019;30-54563704-5;C.A.B.A.;C.A.B.A.;1740000.00;"Comp. Gasoil"
05/2019;30-54563704-5;C.A.B.A.;C.A.B.A.;3250000.00;"Comp. Gasoil"
05/2019;30-54563704-5;C.A.B.A.;C.A.B.A.;2990000.00;"Comp. Gasoil"
05/2019;30-54563704-5;C.A.B.A.;C.A.B.A.;44542217.69;"Comp. Tarifaria"
05/2019;30-54577578-2;C.A.B.A.;C.A.B.A.;22072370.09;"Comp. Tarifaria"
05/2019;30-54577578-2;C.A.B.A.;C.A.B.A.;1440000.00;"Comp. Gasoil"
05/2019;30-54577578-2;C.A.B.A.;C.A.B.A.;2300000.00;"Comp. Gasoil"
05/2019;30-54577585-5;C.A.B.A.;C.A.B.A.;4100000.00;"Comp. Gasoil"
05/2019;30-54577585-5;C.A.B.A.;C.A.B.A.;2070000.00;"Comp. Gasoil"
05/2019;30-54577585-5;C.A.B.A.;C.A.B.A.;33921786.96;"Comp. Tarifaria"
05/2019;30-54577585-5;C.A.B.A.;C.A.B.A.;2350000.00;"Comp. Gasoil"
05/2019;30-54578922-8;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54622131-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54622179-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54622230-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54622346-5;C.A.B.A.;C.A.B.A.;9720000.00;"Comp. Gasoil"
05/2019;30-54622346-5;C.A.B.A.;C.A.B.A.;43173658.83;"Comp. Tarifaria"
05/2019;30-54622391-0;C.A.B.A.;C.A.B.A.;6680000.00;"Comp. Gasoil"
05/2019;30-54622391-0;C.A.B.A.;C.A.B.A.;28745235.96;"Comp. Tarifaria"
05/2019;30-54622438-0;C.A.B.A.;C.A.B.A.;20073822.20;"Comp. Tarifaria"
05/2019;30-54622438-0;C.A.B.A.;C.A.B.A.;2870000.00;"Comp. Gasoil"
05/2019;30-54622438-0;C.A.B.A.;C.A.B.A.;2600000.00;"Comp. Gasoil"
05/2019;30-54622469-0;C.A.B.A.;C.A.B.A.;1918800.66;"Comp. Tarifaria"
05/2019;30-54622469-0;C.A.B.A.;C.A.B.A.;800000.00;"Comp. Gasoil"
05/2019;30-54622469-0;C.A.B.A.;C.A.B.A.;220000.00;"Comp. Gasoil"
05/2019;30-54622520-4;C.A.B.A.;C.A.B.A.;7605933.24;"Comp. Tarifaria"
05/2019;30-54622520-4;C.A.B.A.;C.A.B.A.;1960000.00;"Comp. Gasoil"
05/2019;30-54622575-1;C.A.B.A.;C.A.B.A.;3390000.00;"Comp. Gasoil"
05/2019;30-54622575-1;C.A.B.A.;C.A.B.A.;2480000.00;"Comp. Gasoil"
05/2019;30-54622575-1;C.A.B.A.;C.A.B.A.;3010000.00;"Comp. Gasoil"
05/2019;30-54622575-1;C.A.B.A.;C.A.B.A.;42553531.10;"Comp. Tarifaria"
05/2019;30-54622575-1;C.A.B.A.;C.A.B.A.;2810000.00;"Comp. Gasoil"
05/2019;30-54622766-5;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54622797-5;C.A.B.A.;C.A.B.A.;2070000.00;"Comp. Gasoil"
05/2019;30-54622797-5;C.A.B.A.;C.A.B.A.;7040461.18;"Comp. Tarifaria"
05/2019;30-54622810-6;C.A.B.A.;C.A.B.A.;2484000.00;"Comp. Gasoil"
05/2019;30-54622810-6;C.A.B.A.;C.A.B.A.;26208959.44;"Comp. Tarifaria"
05/2019;30-54622810-6;C.A.B.A.;C.A.B.A.;2580000.00;"Comp. Gasoil"
05/2019;30-54622827-0;C.A.B.A.;C.A.B.A.;3930000.00;"Comp. Gasoil"
05/2019;30-54622827-0;C.A.B.A.;C.A.B.A.;16794446.61;"Comp. Tarifaria"
05/2019;30-54622827-0;C.A.B.A.;C.A.B.A.;680000.00;"Comp. Gasoil"
05/2019;30-54622841-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54622896-3;C.A.B.A.;C.A.B.A.;4300000.00;"Comp. Gasoil"
05/2019;30-54622896-3;C.A.B.A.;C.A.B.A.;19182668.39;"Comp. Tarifaria"
05/2019;30-54622919-6;C.A.B.A.;C.A.B.A.;25230924.61;"Comp. Tarifaria"
05/2019;30-54622919-6;C.A.B.A.;C.A.B.A.;3520000.00;"Comp. Gasoil"
05/2019;30-54622919-6;C.A.B.A.;C.A.B.A.;3680000.00;"Comp. Gasoil"
05/2019;30-54622964-1;C.A.B.A.;C.A.B.A.;1880000.00;"Comp. Gasoil"
05/2019;30-54622964-1;C.A.B.A.;C.A.B.A.;10220000.00;"Comp. Gasoil"
05/2019;30-54622964-1;C.A.B.A.;C.A.B.A.;43208981.13;"Comp. Tarifaria"
05/2019;30-54623134-4;C.A.B.A.;C.A.B.A.;2760000.00;"Comp. Gasoil"
05/2019;30-54623134-4;C.A.B.A.;C.A.B.A.;13350214.20;"Comp. Tarifaria"
05/2019;30-54623141-7;C.A.B.A.;C.A.B.A.;2490000.00;"Comp. Gasoil"
05/2019;30-54623141-7;C.A.B.A.;C.A.B.A.;10421788.56;"Comp. Tarifaria"
05/2019;30-54623417-3;C.A.B.A.;C.A.B.A.;4410000.00;"Comp. Gasoil"
05/2019;30-54623417-3;C.A.B.A.;C.A.B.A.;31016849.07;"Comp. Tarifaria"
05/2019;30-54623417-3;C.A.B.A.;C.A.B.A.;4840000.00;"Comp. Gasoil"
05/2019;30-54623417-3;C.A.B.A.;C.A.B.A.;1480000.00;"Comp. Gasoil"
05/2019;30-54623424-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54624137-4;C.A.B.A.;C.A.B.A.;4260000.00;"Comp. Gasoil"
05/2019;30-54624137-4;C.A.B.A.;C.A.B.A.;13810028.68;"Comp. Tarifaria"
05/2019;30-54624380-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54624397-0;C.A.B.A.;C.A.B.A.;1548000.00;"Comp. Gasoil"
05/2019;30-54624397-0;C.A.B.A.;C.A.B.A.;25764798.55;"Comp. Tarifaria"
05/2019;30-54624397-0;C.A.B.A.;C.A.B.A.;3680000.00;"Comp. Gasoil"
05/2019;30-54624526-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54624687-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54624694-5;C.A.B.A.;C.A.B.A.;1270000.00;"Comp. Gasoil"
05/2019;30-54624694-5;C.A.B.A.;C.A.B.A.;25246474.56;"Comp. Tarifaria"
05/2019;30-54624694-5;C.A.B.A.;C.A.B.A.;1290000.00;"Comp. Gasoil"
05/2019;30-54624694-5;C.A.B.A.;C.A.B.A.;1780000.00;"Comp. Gasoil"
05/2019;30-54624694-5;C.A.B.A.;C.A.B.A.;1232000.00;"Comp. Gasoil"
05/2019;30-54624700-3;C.A.B.A.;C.A.B.A.;14040000.00;"Comp. Gasoil"
05/2019;30-54624700-3;C.A.B.A.;C.A.B.A.;59628225.02;"Comp. Tarifaria"
05/2019;30-54624724-0;C.A.B.A.;C.A.B.A.;3400000.00;"Comp. Gasoil"
05/2019;30-54624724-0;C.A.B.A.;C.A.B.A.;13873654.83;"Comp. Tarifaria"
05/2019;30-54624977-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54625048-9;C.A.B.A.;C.A.B.A.;10501730.09;"Comp. Tarifaria"
05/2019;30-54625048-9;C.A.B.A.;C.A.B.A.;2020000.00;"Comp. Gasoil"
05/2019;30-54625055-1;C.A.B.A.;C.A.B.A.;764000.00;"Comp. Gasoil"
05/2019;30-54625055-1;C.A.B.A.;C.A.B.A.;690000.00;"Comp. Gasoil"
05/2019;30-54625055-1;C.A.B.A.;C.A.B.A.;2020000.00;"Comp. Gasoil"
05/2019;30-54625055-1;C.A.B.A.;C.A.B.A.;8570000.00;"Comp. Gasoil"
05/2019;30-54625055-1;C.A.B.A.;C.A.B.A.;2820000.00;"Comp. Gasoil"
05/2019;30-54625055-1;C.A.B.A.;C.A.B.A.;62260494.36;"Comp. Tarifaria"
05/2019;30-54625079-9;C.A.B.A.;C.A.B.A.;11600000.00;"Comp. Gasoil"
05/2019;30-54625079-9;C.A.B.A.;C.A.B.A.;50865355.16;"Comp. Tarifaria"
05/2019;30-54625079-9;C.A.B.A.;C.A.B.A.;2200000.00;"Comp. Gasoil"
05/2019;30-54625284-8;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54625284-8;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54625314-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54625321-6;C.A.B.A.;C.A.B.A.;5250000.00;"Comp. Gasoil"
05/2019;30-54625321-6;C.A.B.A.;C.A.B.A.;23256675.25;"Comp. Tarifaria"
05/2019;30-54625352-6;C.A.B.A.;C.A.B.A.;8990000.00;"Comp. Gasoil"
05/2019;30-54625352-6;C.A.B.A.;C.A.B.A.;31555984.29;"Comp. Tarifaria"
05/2019;30-54625437-9;C.A.B.A.;C.A.B.A.;17635913.75;"Comp. Tarifaria"
05/2019;30-54625437-9;C.A.B.A.;C.A.B.A.;3500000.00;"Comp. Gasoil"
05/2019;30-54625840-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54626010-7;C.A.B.A.;C.A.B.A.;2360000.00;"Comp. Gasoil"
05/2019;30-54626010-7;C.A.B.A.;C.A.B.A.;10201916.58;"Comp. Tarifaria"
05/2019;30-54626164-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54626201-0;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54626607-5;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54627310-1;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54630419-8;C.A.B.A.;C.A.B.A.;3220000.00;"Comp. Gasoil"
05/2019;30-54630419-8;C.A.B.A.;C.A.B.A.;12039590.64;"Comp. Tarifaria"
05/2019;30-54632033-9;C.A.B.A.;C.A.B.A.;9779248.90;"Comp. Tarifaria"
05/2019;30-54632033-9;C.A.B.A.;C.A.B.A.;4200000.00;"Comp. Gasoil"
05/2019;30-54632118-1;C.A.B.A.;C.A.B.A.;5540000.00;"Comp. Gasoil"
05/2019;30-54632118-1;C.A.B.A.;C.A.B.A.;20600148.63;"Comp. Tarifaria"
05/2019;30-54632965-4;C.A.B.A.;C.A.B.A.;7230000.00;"Comp. Gasoil"
05/2019;30-54632965-4;C.A.B.A.;C.A.B.A.;28991378.80;"Comp. Tarifaria"
05/2019;30-54633302-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54633333-3;C.A.B.A.;C.A.B.A.;26808381.82;"Comp. Tarifaria"
05/2019;30-54633333-3;C.A.B.A.;C.A.B.A.;6010000.00;"Comp. Gasoil"
05/2019;30-54633548-4;C.A.B.A.;C.A.B.A.;13507808.30;"Comp. Tarifaria"
05/2019;30-54633548-4;C.A.B.A.;C.A.B.A.;3670000.00;"Comp. Gasoil"
05/2019;30-54633708-8;C.A.B.A.;C.A.B.A.;4130000.00;"Comp. Gasoil"
05/2019;30-54633708-8;C.A.B.A.;C.A.B.A.;19122562.07;"Comp. Tarifaria"
05/2019;30-54633715-0;C.A.B.A.;C.A.B.A.;14521949.41;"Comp. Tarifaria"
05/2019;30-54633715-0;C.A.B.A.;C.A.B.A.;3450000.00;"Comp. Gasoil"
05/2019;30-54633739-8;C.A.B.A.;C.A.B.A.;5440000.00;"Comp. Gasoil"
05/2019;30-54633739-8;C.A.B.A.;C.A.B.A.;12605949.01;"Comp. Tarifaria"
05/2019;30-54633760-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54633937-4;C.A.B.A.;C.A.B.A.;8856015.66;"Comp. Tarifaria"
05/2019;30-54633937-4;C.A.B.A.;C.A.B.A.;2704000.00;"Comp. Gasoil"
05/2019;30-54633944-7;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54633975-7;C.A.B.A.;C.A.B.A.;12845314.23;"Comp. Tarifaria"
05/2019;30-54633975-7;C.A.B.A.;C.A.B.A.;3100000.00;"Comp. Gasoil"
05/2019;30-54634053-4;C.A.B.A.;C.A.B.A.;8500570.08;"Comp. Tarifaria"
05/2019;30-54634053-4;C.A.B.A.;C.A.B.A.;2220000.00;"Comp. Gasoil"
05/2019;30-54634060-7;C.A.B.A.;C.A.B.A.;2550000.00;"Comp. Gasoil"
05/2019;30-54634060-7;C.A.B.A.;C.A.B.A.;1270000.00;"Comp. Gasoil"
05/2019;30-54634060-7;C.A.B.A.;C.A.B.A.;14281383.91;"Comp. Tarifaria"
05/2019;30-54634107-7;C.A.B.A.;C.A.B.A.;4300000.00;"Comp. Gasoil"
05/2019;30-54634107-7;C.A.B.A.;C.A.B.A.;17290499.23;"Comp. Tarifaria"
05/2019;30-54634121-2;C.A.B.A.;C.A.B.A.;17182618.06;"Comp. Tarifaria"
05/2019;30-54634121-2;C.A.B.A.;C.A.B.A.;4750000.00;"Comp. Gasoil"
05/2019;30-54634305-3;C.A.B.A.;C.A.B.A.;16492440.87;"Comp. Tarifaria"
05/2019;30-54634305-3;C.A.B.A.;C.A.B.A.;4420000.00;"Comp. Gasoil"
05/2019;30-54634312-6;C.A.B.A.;C.A.B.A.;18533598.50;"Comp. Tarifaria"
05/2019;30-54634312-6;C.A.B.A.;C.A.B.A.;5190000.00;"Comp. Gasoil"
05/2019;30-54634367-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54634404-1;C.A.B.A.;C.A.B.A.;4020000.00;"Comp. Gasoil"
05/2019;30-54634404-1;C.A.B.A.;C.A.B.A.;5070000.00;"Comp. Gasoil"
05/2019;30-54634404-1;C.A.B.A.;C.A.B.A.;4382000.00;"Comp. Gasoil"
05/2019;30-54634404-1;C.A.B.A.;C.A.B.A.;59800501.35;"Comp. Tarifaria"
05/2019;30-54634404-1;C.A.B.A.;C.A.B.A.;2170000.00;"Comp. Gasoil"
05/2019;30-54634671-0;C.A.B.A.;C.A.B.A.;7390270.14;"Comp. Tarifaria"
05/2019;30-54634671-0;C.A.B.A.;C.A.B.A.;2222000.00;"Comp. Gasoil"
05/2019;30-54635094-7;C.A.B.A.;C.A.B.A.;1980000.00;"Comp. Gasoil"
05/2019;30-54635094-7;C.A.B.A.;C.A.B.A.;11106096.27;"Comp. Tarifaria"
05/2019;30-54635094-7;C.A.B.A.;C.A.B.A.;1300000.00;"Comp. Gasoil"
05/2019;30-54635841-7;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54636578-2;C.A.B.A.;C.A.B.A.;2330000.00;"Comp. Gasoil"
05/2019;30-54636578-2;C.A.B.A.;C.A.B.A.;9238319.88;"Comp. Tarifaria"
05/2019;30-54636615-0;C.A.B.A.;C.A.B.A.;19106108.98;"Comp. Tarifaria"
05/2019;30-54636615-0;C.A.B.A.;C.A.B.A.;3790000.00;"Comp. Gasoil"
05/2019;30-54636646-0;C.A.B.A.;C.A.B.A.;2620000.00;"Comp. Gasoil"
05/2019;30-54636646-0;C.A.B.A.;C.A.B.A.;4450000.00;"Comp. Gasoil"
05/2019;30-54636646-0;C.A.B.A.;C.A.B.A.;2220000.00;"Comp. Gasoil"
05/2019;30-54636646-0;C.A.B.A.;C.A.B.A.;47675368.51;"Comp. Tarifaria"
05/2019;30-54636646-0;C.A.B.A.;C.A.B.A.;2760000.00;"Comp. Gasoil"
05/2019;30-54636783-1;C.A.B.A.;C.A.B.A.;1560000.00;"Comp. Gasoil"
05/2019;30-54636783-1;C.A.B.A.;C.A.B.A.;8128869.39;"Comp. Tarifaria"
05/2019;30-54637090-5;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54639386-7;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54640151-7;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54641680-8;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54643075-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54644726-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54648155-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54650008-6;C.A.B.A.;C.A.B.A.;9310000.00;"Comp. Gasoil"
05/2019;30-54650008-6;C.A.B.A.;C.A.B.A.;59394007.48;"Comp. Tarifaria"
05/2019;30-54650008-6;C.A.B.A.;C.A.B.A.;5040000.00;"Comp. Gasoil"
05/2019;30-54650008-6;C.A.B.A.;C.A.B.A.;2626000.00;"Comp. Gasoil"
05/2019;30-54657207-9;C.A.B.A.;C.A.B.A.;4270000.00;"Comp. Gasoil"
05/2019;30-54657207-9;C.A.B.A.;C.A.B.A.;15117819.67;"Comp. Tarifaria"
05/2019;30-54657290-7;C.A.B.A.;C.A.B.A.;2520000.00;"Comp. Gasoil"
05/2019;30-54657290-7;C.A.B.A.;C.A.B.A.;15106169.49;"Comp. Tarifaria"
05/2019;30-54657368-7;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54658644-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54660863-4;C.A.B.A.;C.A.B.A.;2870000.00;"Comp. Gasoil"
05/2019;30-54660863-4;C.A.B.A.;C.A.B.A.;12247419.80;"Comp. Tarifaria"
05/2019;30-54662272-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-54669877-3;C.A.B.A.;C.A.B.A.;5320000.00;"Comp. Gasoil"
05/2019;30-54669877-3;C.A.B.A.;C.A.B.A.;21632057.25;"Comp. Tarifaria"
05/2019;30-54684423-0;C.A.B.A.;C.A.B.A.;6540000.00;"Comp. Gasoil"
05/2019;30-54684423-0;C.A.B.A.;C.A.B.A.;14087972.92;"Comp. Tarifaria"
05/2019;30-55076210-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-55076210-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-55665485-5;C.A.B.A.;C.A.B.A.;3020000.00;"Comp. Gasoil"
05/2019;30-55665485-5;C.A.B.A.;C.A.B.A.;4850000.00;"Comp. Gasoil"
05/2019;30-55665485-5;C.A.B.A.;C.A.B.A.;1272000.00;"Comp. Gasoil"
05/2019;30-55665485-5;C.A.B.A.;C.A.B.A.;35635685.22;"Comp. Tarifaria"
05/2019;30-55736567-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-56178540-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-56197068-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-56238208-5;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-56292411-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-56329528-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-56354526-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-56457119-5;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-56468014-8;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-56610811-5;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-56796685-9;C.A.B.A.;C.A.B.A.;10627289.93;"Comp. Tarifaria"
05/2019;30-56796685-9;C.A.B.A.;C.A.B.A.;2600000.00;"Comp. Gasoil"
05/2019;30-56835256-0;C.A.B.A.;C.A.B.A.;18236079.48;"Comp. Tarifaria"
05/2019;30-56835256-0;C.A.B.A.;C.A.B.A.;3500000.00;"Comp. Gasoil"
05/2019;30-56844599-2;C.A.B.A.;C.A.B.A.;3550000.00;"Comp. Gasoil"
05/2019;30-56844599-2;C.A.B.A.;C.A.B.A.;19684784.52;"Comp. Tarifaria"
05/2019;30-56932483-8;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-57153764-4;C.A.B.A.;C.A.B.A.;65102943.27;"Comp. Tarifaria"
05/2019;30-57153764-4;C.A.B.A.;C.A.B.A.;16800000.00;"Comp. Gasoil"
05/2019;30-57153764-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-57189536-2;C.A.B.A.;C.A.B.A.;9200744.82;"Comp. Tarifaria"
05/2019;30-57189536-2;C.A.B.A.;C.A.B.A.;2430000.00;"Comp. Gasoil"
05/2019;30-57190066-8;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-57190196-6;C.A.B.A.;C.A.B.A.;10516654.71;"Comp. Tarifaria"
05/2019;30-57190196-6;C.A.B.A.;C.A.B.A.;2320000.00;"Comp. Gasoil"
05/2019;30-57196699-5;C.A.B.A.;C.A.B.A.;10993376.62;"Comp. Tarifaria"
05/2019;30-57196699-5;C.A.B.A.;C.A.B.A.;2700000.00;"Comp. Gasoil"
05/2019;30-57196927-7;C.A.B.A.;C.A.B.A.;8070516.44;"Comp. Tarifaria"
05/2019;30-57196927-7;C.A.B.A.;C.A.B.A.;1830000.00;"Comp. Gasoil"
05/2019;30-57733887-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-57733887-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-57945598-1;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-58121405-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-58635786-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-58635786-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-59112659-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-59618126-7;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-60597072-5;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-60926773-5;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-61035814-0;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-61133884-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-61133884-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-61322839-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-61580178-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-62072320-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-62548832-6;C.A.B.A.;C.A.B.A.;4918000.00;"Comp. Gasoil"
05/2019;30-62548832-6;C.A.B.A.;C.A.B.A.;21514229.92;"Comp. Tarifaria"
05/2019;30-62629625-0;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-62730398-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-62834410-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-62944722-5;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-63311413-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-63380097-5;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-63595387-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-63872387-1;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-64214698-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-64392215-7;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-64392215-7;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-64472067-1;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-64532701-9;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-65108882-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-65289644-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-65829220-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-66092335-3;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-66419466-6;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-67291861-4;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-67371736-1;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-67437645-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-67611410-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-68324678-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-68327578-2;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-68902450-1;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-69444027-0;C.A.B.A.;C.A.B.A.;0.00;"Comp. Gasoil"
05/2019;30-69638589-7;C.A.B.A.;C.A.B.A.;11370000.00;"Comp. Gasoil"
05/2019;30-69638589-7;C.A.B.A.;C.A.B.A.;35611479.35;"Comp. Tarifaria"
05/2019;30-69967283-8;C.A.B.A.;C.A.B.A.;9422285.21;"Comp. Tarifaria"
05/2019;30-69967283-8;C.A.B.A.;C.A.B.A.;2610000.00;"Comp. Gasoil"
05/2019;30-70087642-6;C.A.B.A.;C.A.B.A.;2710000.00;"Comp. Gasoil"
