mes;provincia;municipio;cuit;razon_social;pago;monto
05/2018;"BUENOS AIRES";ITUZAINGO;30-54622896-3;"EMPRESA LINEA DOSCIENTOS DIECISEIS S A DE TRANSPORTES";"RCC GT      PAGO 3";0.00
05/2018;"BUENOS AIRES";ITUZAINGO;30-54622896-3;"EMPRESA LINEA DOSCIENTOS DIECISEIS S A DE TRANSPORTES";"RCC GT      PAGO 4";0.00
05/2018;"BUENOS AIRES";ITUZAINGO;30-54622896-3;"EMPRESA LINEA DOSCIENTOS DIECISEIS S A DE TRANSPORTES";"RCC SD      PAGO 1";167284.72
05/2018;"BUENOS AIRES";ITUZAINGO;30-54622896-3;"EMPRESA LINEA DOSCIENTOS DIECISEIS S A DE TRANSPORTES";"RCC SD      PAGO 2";0.00
05/2018;"BUENOS AIRES";ITUZAINGO;30-54622896-3;"EMPRESA LINEA DOSCIENTOS DIECISEIS S A DE TRANSPORTES";"RCC SD      PAGO 3";0.00
05/2018;"BUENOS AIRES";ITUZAINGO;30-54622896-3;"EMPRESA LINEA DOSCIENTOS DIECISEIS S A DE TRANSPORTES";"RCC SD      PAGO 4";0.00
05/2018;"BUENOS AIRES";"JOSE C. PAZ";30-54623417-3;"SARGENTO CABRAL S.A. DE TRANSPORTES";"RCC GT      PAGO 1";747514.42
05/2018;"BUENOS AIRES";"JOSE C. PAZ";30-54623417-3;"SARGENTO CABRAL S.A. DE TRANSPORTES";"RCC GT      PAGO 2";0.00
05/2018;"BUENOS AIRES";"JOSE C. PAZ";30-54623417-3;"SARGENTO CABRAL S.A. DE TRANSPORTES";"RCC GT      PAGO 3";0.00
05/2018;"BUENOS AIRES";"JOSE C. PAZ";30-54623417-3;"SARGENTO CABRAL S.A. DE TRANSPORTES";"RCC GT      PAGO 4";0.00
05/2018;"BUENOS AIRES";"JOSE C. PAZ";30-54623417-3;"SARGENTO CABRAL S.A. DE TRANSPORTES";"RCC SD      PAGO 1";376307.55
05/2018;"BUENOS AIRES";"JOSE C. PAZ";30-54623417-3;"SARGENTO CABRAL S.A. DE TRANSPORTES";"RCC SD      PAGO 2";0.00
05/2018;"BUENOS AIRES";"JOSE C. PAZ";30-54623417-3;"SARGENTO CABRAL S.A. DE TRANSPORTES";"RCC SD      PAGO 3";0.00
05/2018;"BUENOS AIRES";"JOSE C. PAZ";30-54623417-3;"SARGENTO CABRAL S.A. DE TRANSPORTES";"RCC SD      PAGO 4";0.00
05/2018;"BUENOS AIRES";"JOSE C. PAZ";30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC GT      PAGO 1";1819002.53
05/2018;"BUENOS AIRES";"JOSE C. PAZ";30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC GT      PAGO 2";0.00
05/2018;"BUENOS AIRES";"JOSE C. PAZ";30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC GT      PAGO 3";0.00
05/2018;"BUENOS AIRES";"JOSE C. PAZ";30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC GT      PAGO 4";0.00
05/2018;"BUENOS AIRES";"JOSE C. PAZ";30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC SD      PAGO 1";1051935.61
05/2018;"BUENOS AIRES";"JOSE C. PAZ";30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC SD      PAGO 2";0.00
05/2018;"BUENOS AIRES";"JOSE C. PAZ";30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC SD      PAGO 3";0.00
05/2018;"BUENOS AIRES";"JOSE C. PAZ";30-65585353-3;"EMPRESA DE TRANSPORTES EL LITORAL S.A.";"RCC SD      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-54622438-0;"LA CABAÑA S.A.";"RCC GT      PAGO 1";2015998.47
05/2018;"BUENOS AIRES";"LA MATANZA";30-54622438-0;"LA CABAÑA S.A.";"RCC GT      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-54622438-0;"LA CABAÑA S.A.";"RCC GT      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-54622438-0;"LA CABAÑA S.A.";"RCC GT      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-54622438-0;"LA CABAÑA S.A.";"RCC SD      PAGO 1";1244967.30
05/2018;"BUENOS AIRES";"LA MATANZA";30-54622438-0;"LA CABAÑA S.A.";"RCC SD      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-54622438-0;"LA CABAÑA S.A.";"RCC SD      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-54622438-0;"LA CABAÑA S.A.";"RCC SD      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-54622964-1;"TRANSPORTE IDEAL SAN JUSTO S.A.";"RCC GT      PAGO 1";2798641.93
05/2018;"BUENOS AIRES";"LA MATANZA";30-54622964-1;"TRANSPORTE IDEAL SAN JUSTO S.A.";"RCC GT      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-54622964-1;"TRANSPORTE IDEAL SAN JUSTO S.A.";"RCC GT      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-54622964-1;"TRANSPORTE IDEAL SAN JUSTO S.A.";"RCC GT      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-54622964-1;"TRANSPORTE IDEAL SAN JUSTO S.A.";"RCC SD      PAGO 1";1709958.02
05/2018;"BUENOS AIRES";"LA MATANZA";30-54622964-1;"TRANSPORTE IDEAL SAN JUSTO S.A.";"RCC SD      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-54622964-1;"TRANSPORTE IDEAL SAN JUSTO S.A.";"RCC SD      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-54622964-1;"TRANSPORTE IDEAL SAN JUSTO S.A.";"RCC SD      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-54625352-6;"LA VECINAL DE MATANZA SACI DE MICROOMNIBUS";"RCC GT      PAGO 1";1110023.76
05/2018;"BUENOS AIRES";"LA MATANZA";30-54625352-6;"LA VECINAL DE MATANZA SACI DE MICROOMNIBUS";"RCC GT      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-54625352-6;"LA VECINAL DE MATANZA SACI DE MICROOMNIBUS";"RCC GT      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-54625352-6;"LA VECINAL DE MATANZA SACI DE MICROOMNIBUS";"RCC GT      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-54625352-6;"LA VECINAL DE MATANZA SACI DE MICROOMNIBUS";"RCC SD      PAGO 1";512895.35
05/2018;"BUENOS AIRES";"LA MATANZA";30-54625352-6;"LA VECINAL DE MATANZA SACI DE MICROOMNIBUS";"RCC SD      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-54625352-6;"LA VECINAL DE MATANZA SACI DE MICROOMNIBUS";"RCC SD      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-54625352-6;"LA VECINAL DE MATANZA SACI DE MICROOMNIBUS";"RCC SD      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-54641796-0;"ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI";"RCC GT      PAGO 1";2456920.82
05/2018;"BUENOS AIRES";"LA MATANZA";30-54641796-0;"ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI";"RCC GT      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-54641796-0;"ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI";"RCC GT      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-54641796-0;"ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI";"RCC GT      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-54641796-0;"ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI";"RCC SD      PAGO 1";1370238.17
05/2018;"BUENOS AIRES";"LA MATANZA";30-54641796-0;"ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI";"RCC SD      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-54641796-0;"ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI";"RCC SD      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-54641796-0;"ALMAFUERTE EMPRESA DE TRANSPORTE SACIEI";"RCC SD      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-68013871-7;"NUEVO IDEAL S.A.";"RCC GT      PAGO 1";6375633.91
05/2018;"BUENOS AIRES";"LA MATANZA";30-68013871-7;"NUEVO IDEAL S.A.";"RCC GT      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-68013871-7;"NUEVO IDEAL S.A.";"RCC GT      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-68013871-7;"NUEVO IDEAL S.A.";"RCC GT      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-68013871-7;"NUEVO IDEAL S.A.";"RCC SD      PAGO 1";3450990.90
05/2018;"BUENOS AIRES";"LA MATANZA";30-68013871-7;"NUEVO IDEAL S.A.";"RCC SD      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-68013871-7;"NUEVO IDEAL S.A.";"RCC SD      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LA MATANZA";30-68013871-7;"NUEVO IDEAL S.A.";"RCC SD      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-54566659-2;"FUERTE BARRAGAN S A DE TRANSPORTE INDUSTRIAL COMERCIAL INMOBILIARIA Y FINANCIERA";"RCC GT      PAGO 1";1028195.80
05/2018;"BUENOS AIRES";"LA PLATA";30-54566659-2;"FUERTE BARRAGAN S A DE TRANSPORTE INDUSTRIAL COMERCIAL INMOBILIARIA Y FINANCIERA";"RCC GT      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-54566659-2;"FUERTE BARRAGAN S A DE TRANSPORTE INDUSTRIAL COMERCIAL INMOBILIARIA Y FINANCIERA";"RCC GT      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-54566659-2;"FUERTE BARRAGAN S A DE TRANSPORTE INDUSTRIAL COMERCIAL INMOBILIARIA Y FINANCIERA";"RCC GT      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-54566659-2;"FUERTE BARRAGAN S A DE TRANSPORTE INDUSTRIAL COMERCIAL INMOBILIARIA Y FINANCIERA";"RCC SD      PAGO 1";595992.72
05/2018;"BUENOS AIRES";"LA PLATA";30-54566659-2;"FUERTE BARRAGAN S A DE TRANSPORTE INDUSTRIAL COMERCIAL INMOBILIARIA Y FINANCIERA";"RCC SD      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-54566659-2;"FUERTE BARRAGAN S A DE TRANSPORTE INDUSTRIAL COMERCIAL INMOBILIARIA Y FINANCIERA";"RCC SD      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-54566659-2;"FUERTE BARRAGAN S A DE TRANSPORTE INDUSTRIAL COMERCIAL INMOBILIARIA Y FINANCIERA";"RCC SD      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-54624786-0;"EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE";"RCC GT      PAGO 1";4982863.80
05/2018;"BUENOS AIRES";"LA PLATA";30-54624786-0;"EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE";"RCC GT      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-54624786-0;"EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE";"RCC GT      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-54624786-0;"EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE";"RCC GT      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-54624786-0;"EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE";"RCC SD      PAGO 1";2309254.44
05/2018;"BUENOS AIRES";"LA PLATA";30-54624786-0;"EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE";"RCC SD      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-54624786-0;"EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE";"RCC SD      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-54624786-0;"EMPRESA NUEVE DE JULIO SOCIEDAD ANONIMA DE TRANSPORTE";"RCC SD      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-54625291-0;"UNION PLATENSE S.R.L.";"RCC GT      PAGO 1";3664834.53
05/2018;"BUENOS AIRES";"LA PLATA";30-54625291-0;"UNION PLATENSE S.R.L.";"RCC GT      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-54625291-0;"UNION PLATENSE S.R.L.";"RCC GT      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-54625291-0;"UNION PLATENSE S.R.L.";"RCC GT      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-54625291-0;"UNION PLATENSE S.R.L.";"RCC SD      PAGO 1";1494212.52
05/2018;"BUENOS AIRES";"LA PLATA";30-54625291-0;"UNION PLATENSE S.R.L.";"RCC SD      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-54625291-0;"UNION PLATENSE S.R.L.";"RCC SD      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-54625291-0;"UNION PLATENSE S.R.L.";"RCC SD      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-70729904-1;"EXPRESO LA PLATA BUENOS AIRES SA";"RCC GT      PAGO 1";3221449.09
05/2018;"BUENOS AIRES";"LA PLATA";30-70729904-1;"EXPRESO LA PLATA BUENOS AIRES SA";"RCC GT      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-70729904-1;"EXPRESO LA PLATA BUENOS AIRES SA";"RCC GT      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-70729904-1;"EXPRESO LA PLATA BUENOS AIRES SA";"RCC GT      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-70729904-1;"EXPRESO LA PLATA BUENOS AIRES SA";"RCC SD      PAGO 1";1591761.18
05/2018;"BUENOS AIRES";"LA PLATA";30-70729904-1;"EXPRESO LA PLATA BUENOS AIRES SA";"RCC SD      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-70729904-1;"EXPRESO LA PLATA BUENOS AIRES SA";"RCC SD      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-70729904-1;"EXPRESO LA PLATA BUENOS AIRES SA";"RCC SD      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-71501182-0;"MICROEXPRES S.A.";"RCC GT      PAGO 1";570621.38
05/2018;"BUENOS AIRES";"LA PLATA";30-71501182-0;"MICROEXPRES S.A.";"RCC GT      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-71501182-0;"MICROEXPRES S.A.";"RCC GT      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-71501182-0;"MICROEXPRES S.A.";"RCC GT      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-71501182-0;"MICROEXPRES S.A.";"RCC SD      PAGO 1";253215.50
05/2018;"BUENOS AIRES";"LA PLATA";30-71501182-0;"MICROEXPRES S.A.";"RCC SD      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-71501182-0;"MICROEXPRES S.A.";"RCC SD      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LA PLATA";30-71501182-0;"MICROEXPRES S.A.";"RCC SD      PAGO 4";0.00
05/2018;"BUENOS AIRES";LANUS;30-54625451-4;"COMPAÑIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS S.R.L.";"RCC GT      PAGO 1";402011.78
05/2018;"BUENOS AIRES";LANUS;30-54625451-4;"COMPAÑIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS S.R.L.";"RCC GT      PAGO 2";0.00
05/2018;"BUENOS AIRES";LANUS;30-54625451-4;"COMPAÑIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS S.R.L.";"RCC GT      PAGO 3";0.00
05/2018;"BUENOS AIRES";LANUS;30-54625451-4;"COMPAÑIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS S.R.L.";"RCC GT      PAGO 4";0.00
05/2018;"BUENOS AIRES";LANUS;30-54625451-4;"COMPAÑIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS S.R.L.";"RCC SD      PAGO 1";182370.34
05/2018;"BUENOS AIRES";LANUS;30-54625451-4;"COMPAÑIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS S.R.L.";"RCC SD      PAGO 2";0.00
05/2018;"BUENOS AIRES";LANUS;30-54625451-4;"COMPAÑIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS S.R.L.";"RCC SD      PAGO 3";0.00
05/2018;"BUENOS AIRES";LANUS;30-54625451-4;"COMPAÑIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS S.R.L.";"RCC SD      PAGO 4";0.00
05/2018;"BUENOS AIRES";LANUS;30-54641925-4;"MICRO OMNIBUS AVENIDA S.A.";"RCC GT      PAGO 1";1197647.73
05/2018;"BUENOS AIRES";LANUS;30-54641925-4;"MICRO OMNIBUS AVENIDA S.A.";"RCC GT      PAGO 2";0.00
05/2018;"BUENOS AIRES";LANUS;30-54641925-4;"MICRO OMNIBUS AVENIDA S.A.";"RCC GT      PAGO 3";0.00
05/2018;"BUENOS AIRES";LANUS;30-54641925-4;"MICRO OMNIBUS AVENIDA S.A.";"RCC GT      PAGO 4";0.00
05/2018;"BUENOS AIRES";LANUS;30-54641925-4;"MICRO OMNIBUS AVENIDA S.A.";"RCC SD      PAGO 1";535105.17
05/2018;"BUENOS AIRES";LANUS;30-54641925-4;"MICRO OMNIBUS AVENIDA S.A.";"RCC SD      PAGO 2";0.00
05/2018;"BUENOS AIRES";LANUS;30-54641925-4;"MICRO OMNIBUS AVENIDA S.A.";"RCC SD      PAGO 3";0.00
05/2018;"BUENOS AIRES";LANUS;30-54641925-4;"MICRO OMNIBUS AVENIDA S.A.";"RCC SD      PAGO 4";0.00
05/2018;"BUENOS AIRES";LANUS;30-57197043-7;"5 DE AGOSTO SRL";"RCC GT      PAGO 1";625871.56
05/2018;"BUENOS AIRES";LANUS;30-57197043-7;"5 DE AGOSTO SRL";"RCC GT      PAGO 2";0.00
05/2018;"BUENOS AIRES";LANUS;30-57197043-7;"5 DE AGOSTO SRL";"RCC GT      PAGO 3";0.00
05/2018;"BUENOS AIRES";LANUS;30-57197043-7;"5 DE AGOSTO SRL";"RCC GT      PAGO 4";0.00
05/2018;"BUENOS AIRES";LANUS;30-57197043-7;"5 DE AGOSTO SRL";"RCC SD      PAGO 1";300955.91
05/2018;"BUENOS AIRES";LANUS;30-57197043-7;"5 DE AGOSTO SRL";"RCC SD      PAGO 2";0.00
05/2018;"BUENOS AIRES";LANUS;30-57197043-7;"5 DE AGOSTO SRL";"RCC SD      PAGO 3";0.00
05/2018;"BUENOS AIRES";LANUS;30-57197043-7;"5 DE AGOSTO SRL";"RCC SD      PAGO 4";0.00
05/2018;"BUENOS AIRES";LANUS;30-58039052-4;"MICROOMNIBUS ESTE S.A.";"RCC GT      PAGO 1";1168771.23
05/2018;"BUENOS AIRES";LANUS;30-58039052-4;"MICROOMNIBUS ESTE S.A.";"RCC GT      PAGO 2";0.00
05/2018;"BUENOS AIRES";LANUS;30-58039052-4;"MICROOMNIBUS ESTE S.A.";"RCC GT      PAGO 3";0.00
05/2018;"BUENOS AIRES";LANUS;30-58039052-4;"MICROOMNIBUS ESTE S.A.";"RCC GT      PAGO 4";0.00
05/2018;"BUENOS AIRES";LANUS;30-58039052-4;"MICROOMNIBUS ESTE S.A.";"RCC SD      PAGO 1";591828.52
05/2018;"BUENOS AIRES";LANUS;30-58039052-4;"MICROOMNIBUS ESTE S.A.";"RCC SD      PAGO 2";0.00
05/2018;"BUENOS AIRES";LANUS;30-58039052-4;"MICROOMNIBUS ESTE S.A.";"RCC SD      PAGO 3";0.00
05/2018;"BUENOS AIRES";LANUS;30-58039052-4;"MICROOMNIBUS ESTE S.A.";"RCC SD      PAGO 4";0.00
05/2018;"BUENOS AIRES";LANUS;30-70805898-6;"EL URBANO SRL ";"RCC GT      PAGO 1";770889.07
05/2018;"BUENOS AIRES";LANUS;30-70805898-6;"EL URBANO SRL ";"RCC GT      PAGO 2";0.00
05/2018;"BUENOS AIRES";LANUS;30-70805898-6;"EL URBANO SRL ";"RCC GT      PAGO 3";0.00
05/2018;"BUENOS AIRES";LANUS;30-70805898-6;"EL URBANO SRL ";"RCC GT      PAGO 4";0.00
05/2018;"BUENOS AIRES";LANUS;30-70805898-6;"EL URBANO SRL ";"RCC SD      PAGO 1";505235.16
05/2018;"BUENOS AIRES";LANUS;30-70805898-6;"EL URBANO SRL ";"RCC SD      PAGO 2";0.00
05/2018;"BUENOS AIRES";LANUS;30-70805898-6;"EL URBANO SRL ";"RCC SD      PAGO 3";0.00
05/2018;"BUENOS AIRES";LANUS;30-70805898-6;"EL URBANO SRL ";"RCC SD      PAGO 4";0.00
05/2018;"BUENOS AIRES";LOBOS;33-62854085-9;"EXPRESO EMPALME LOBOS SRL";"RCC GT      PAGO 1";286287.36
05/2018;"BUENOS AIRES";LOBOS;33-62854085-9;"EXPRESO EMPALME LOBOS SRL";"RCC GT      PAGO 2";0.00
05/2018;"BUENOS AIRES";LOBOS;33-62854085-9;"EXPRESO EMPALME LOBOS SRL";"RCC GT      PAGO 3";0.00
05/2018;"BUENOS AIRES";LOBOS;33-62854085-9;"EXPRESO EMPALME LOBOS SRL";"RCC GT      PAGO 4";0.00
05/2018;"BUENOS AIRES";LOBOS;33-62854085-9;"EXPRESO EMPALME LOBOS SRL";"RCC SD      PAGO 1";191121.39
05/2018;"BUENOS AIRES";LOBOS;33-62854085-9;"EXPRESO EMPALME LOBOS SRL";"RCC SD      PAGO 2";0.00
05/2018;"BUENOS AIRES";LOBOS;33-62854085-9;"EXPRESO EMPALME LOBOS SRL";"RCC SD      PAGO 3";0.00
05/2018;"BUENOS AIRES";LOBOS;33-62854085-9;"EXPRESO EMPALME LOBOS SRL";"RCC SD      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54625505-7;"EMPRESA MICROOMNIBUS LARROQUEL.548";"RCC GT      PAGO 1";530153.20
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54625505-7;"EMPRESA MICROOMNIBUS LARROQUEL.548";"RCC GT      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54625505-7;"EMPRESA MICROOMNIBUS LARROQUEL.548";"RCC GT      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54625505-7;"EMPRESA MICROOMNIBUS LARROQUEL.548";"RCC GT      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54625505-7;"EMPRESA MICROOMNIBUS LARROQUEL.548";"RCC SD      PAGO 1";316663.95
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54625505-7;"EMPRESA MICROOMNIBUS LARROQUEL.548";"RCC SD      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54625505-7;"EMPRESA MICROOMNIBUS LARROQUEL.548";"RCC SD      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54625505-7;"EMPRESA MICROOMNIBUS LARROQUEL.548";"RCC SD      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54629668-3;"CIA LA PAZ AMADOR MOURE SACIFIYA";"RCC GT      PAGO 1";1347127.32
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54629668-3;"CIA LA PAZ AMADOR MOURE SACIFIYA";"RCC GT      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54629668-3;"CIA LA PAZ AMADOR MOURE SACIFIYA";"RCC GT      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54629668-3;"CIA LA PAZ AMADOR MOURE SACIFIYA";"RCC GT      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54629668-3;"CIA LA PAZ AMADOR MOURE SACIFIYA";"RCC SD      PAGO 1";608211.20
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54629668-3;"CIA LA PAZ AMADOR MOURE SACIFIYA";"RCC SD      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54629668-3;"CIA LA PAZ AMADOR MOURE SACIFIYA";"RCC SD      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-54629668-3;"CIA LA PAZ AMADOR MOURE SACIFIYA";"RCC SD      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-69305982-4;"EMPRESA J.M. EZEIZA S.R.L.";"RCC GT      PAGO 1";1144289.40
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-69305982-4;"EMPRESA J.M. EZEIZA S.R.L.";"RCC GT      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-69305982-4;"EMPRESA J.M. EZEIZA S.R.L.";"RCC GT      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-69305982-4;"EMPRESA J.M. EZEIZA S.R.L.";"RCC GT      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-69305982-4;"EMPRESA J.M. EZEIZA S.R.L.";"RCC SD      PAGO 1";593235.81
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-69305982-4;"EMPRESA J.M. EZEIZA S.R.L.";"RCC SD      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-69305982-4;"EMPRESA J.M. EZEIZA S.R.L.";"RCC SD      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-69305982-4;"EMPRESA J.M. EZEIZA S.R.L.";"RCC SD      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-70949454-2;"YITOS S.A.";"RCC GT      PAGO 1";4166816.62
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-70949454-2;"YITOS S.A.";"RCC GT      PAGO 2";0.00
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-70949454-2;"YITOS S.A.";"RCC GT      PAGO 3";0.00
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-70949454-2;"YITOS S.A.";"RCC GT      PAGO 4";0.00
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-70949454-2;"YITOS S.A.";"RCC SD      PAGO 1";2282585.50
05/2018;"BUENOS AIRES";"LOMAS DE ZAMORA";30-70949454-2;"YITOS S.A.";"RCC SD      PAGO 2";0.00
