anio,linea,TipoPasaje,TOTAL
08/2019,LINEA 200,ATRIBUTO SOCIAL,37943
08/2019,LINEA 200,ESCOLAR PRIMARIO BSAS,2499
08/2019,LINEA 202,ESCOLAR INICIAL Y PRIMARIO CABA,3
08/2019,LINEA 202,ESCOLAR SECUNDARIO BSAS,71763
08/2019,LINEA 202,NORMAL,641684
08/2019,LINEA 202,ATRIBUTO SOCIAL,412317
08/2019,LINEA 202,ESCOLAR PRIMARIO BSAS,19705
08/2019,LINEA 202,ESCOLAR SECUNDARIO CABA,9
08/2019,LINEA 203,ESCOLAR SECUNDARIO BSAS,67607
08/2019,LINEA 203,NORMAL,2228804
08/2019,LINEA 203,ATRIBUTO SOCIAL,1433234
08/2019,LINEA 203,ESCOLAR PRIMARIO BSAS,18226
08/2019,LINEA 203,ESCOLAR SECUNDARIO CABA,1134
08/2019,LINEA 203,ESCOLAR INICIAL Y PRIMARIO CABA,448
08/2019,LINEA 204,ESCOLAR INICIAL Y PRIMARIO CABA,1
08/2019,LINEA 204,ESCOLAR SECUNDARIO BSAS,4907
08/2019,LINEA 204,NORMAL,138429
08/2019,LINEA 204,ATRIBUTO SOCIAL,85755
08/2019,LINEA 204,ESCOLAR PRIMARIO BSAS,791
08/2019,LINEA 204,ESCOLAR SECUNDARIO CABA,22
08/2019,LINEA 204B,ESCOLAR SECUNDARIO CABA,8
08/2019,LINEA 204B,ESCOLAR INICIAL Y PRIMARIO CABA,4
08/2019,LINEA 204B,ESCOLAR SECUNDARIO BSAS,6092
08/2019,LINEA 204B,NORMAL,143512
08/2019,LINEA 204B,ATRIBUTO SOCIAL,81697
08/2019,LINEA 204B,ESCOLAR PRIMARIO BSAS,1257
08/2019,LINEA 205,ESCOLAR PRIMARIO BSAS,2205
08/2019,LINEA 205,ESCOLAR SECUNDARIO CABA,138
08/2019,LINEA 205,ESCOLAR INICIAL Y PRIMARIO CABA,18
08/2019,LINEA 205,ESCOLAR SECUNDARIO BSAS,8512
08/2019,LINEA 205,NORMAL,208142
08/2019,LINEA 205,ATRIBUTO SOCIAL,135713
08/2019,LINEA 21,ESCOLAR INICIAL Y PRIMARIO CABA,914
08/2019,LINEA 21,ESCOLAR SECUNDARIO BSAS,11072
08/2019,LINEA 21,NORMAL,1410119
08/2019,LINEA 21,ATRIBUTO SOCIAL,688631
08/2019,LINEA 21,ESCOLAR PRIMARIO BSAS,2528
08/2019,LINEA 21,ESCOLAR SECUNDARIO CABA,4560
08/2019,LINEA 214,ATRIBUTO SOCIAL,217677
08/2019,LINEA 214,ESCOLAR SECUNDARIO BSAS,45759
08/2019,LINEA 214,NORMAL,368549
08/2019,LINEA 214,ESCOLAR PRIMARIO BSAS,14418
08/2019,LINEA 214,ESCOLAR SECUNDARIO CABA,5
08/2019,LINEA 215,ATRIBUTO SOCIAL,86579
08/2019,LINEA 215,ESCOLAR SECUNDARIO BSAS,13723
08/2019,LINEA 215,NORMAL,114386
08/2019,LINEA 215,ESCOLAR PRIMARIO BSAS,3631
08/2019,LINEA 215,ESCOLAR SECUNDARIO CABA,1
08/2019,LINEA 218,ESCOLAR SECUNDARIO CABA,404
08/2019,LINEA 218,ESCOLAR INICIAL Y PRIMARIO CABA,104
08/2019,LINEA 218,ESCOLAR SECUNDARIO BSAS,21177
08/2019,LINEA 218,NORMAL,560167
08/2019,LINEA 218,ATRIBUTO SOCIAL,396966
08/2019,LINEA 218,ESCOLAR PRIMARIO BSAS,4529
08/2019,LINEA 219,ESCOLAR INICIAL Y PRIMARIO CABA,1
08/2019,LINEA 219,ESCOLAR SECUNDARIO BSAS,30248
08/2019,LINEA 219,NORMAL,404787
08/2019,LINEA 219,ATRIBUTO SOCIAL,270270
08/2019,LINEA 219,ESCOLAR PRIMARIO BSAS,7017
08/2019,LINEA 219,ESCOLAR SECUNDARIO CABA,46
08/2019,LINEA 22,ESCOLAR SECUNDARIO BSAS,11233
08/2019,LINEA 22,NORMAL,455068
08/2019,LINEA 22,ATRIBUTO SOCIAL,182430
08/2019,LINEA 22,ESCOLAR PRIMARIO BSAS,1714
08/2019,LINEA 22,ESCOLAR SECUNDARIO CABA,3775
08/2019,LINEA 22,ESCOLAR INICIAL Y PRIMARIO CABA,323
08/2019,LINEA 222,ATRIBUTO SOCIAL,42404
08/2019,LINEA 222,ESCOLAR PRIMARIO BSAS,1094
08/2019,LINEA 222,ESCOLAR SECUNDARIO CABA,38
08/2019,LINEA 222,ESCOLAR INICIAL Y PRIMARIO CABA,10
08/2019,LINEA 222,ESCOLAR SECUNDARIO BSAS,4291
08/2019,LINEA 222,NORMAL,72397
08/2019,LINEA 225,ESCOLAR SECUNDARIO BSAS,1535
08/2019,LINEA 225,ESCOLAR PRIMARIO BSAS,556
08/2019,LINEA 225,NORMAL,23115
08/2019,LINEA 225,ATRIBUTO SOCIAL,13431
08/2019,LINEA 228 B,NORMAL,131694
08/2019,LINEA 228 B,ATRIBUTO SOCIAL,89002
08/2019,LINEA 228 B,ESCOLAR PRIMARIO BSAS,901
08/2019,LINEA 228 B,ESCOLAR SECUNDARIO CABA,33
08/2019,LINEA 228 B,ESCOLAR INICIAL Y PRIMARIO CABA,6
08/2019,LINEA 228 B,ESCOLAR SECUNDARIO BSAS,4266
08/2019,LINEA 228A,ATRIBUTO SOCIAL,8719
08/2019,LINEA 228A,ESCOLAR SECUNDARIO BSAS,662
08/2019,LINEA 228A,ESCOLAR PRIMARIO BSAS,101
08/2019,LINEA 228A,NORMAL,18550
08/2019,LINEA 228C,ESCOLAR SECUNDARIO BSAS,3133
08/2019,LINEA 228C,NORMAL,145235
08/2019,LINEA 228C,ESCOLAR PRIMARIO BSAS,453
08/2019,LINEA 228C,ESCOLAR SECUNDARIO CABA,2
08/2019,LINEA 228C,ATRIBUTO SOCIAL,71481
08/2019,LINEA 228E,ESCOLAR SECUNDARIO CABA,194
08/2019,LINEA 228E,ESCOLAR INICIAL Y PRIMARIO CABA,30
08/2019,LINEA 228E,ESCOLAR SECUNDARIO BSAS,6395
08/2019,LINEA 228E,NORMAL,153544
08/2019,LINEA 228E,ATRIBUTO SOCIAL,99300
08/2019,LINEA 228E,ESCOLAR PRIMARIO BSAS,1040
08/2019,LINEA 228F,ESCOLAR INICIAL Y PRIMARIO CABA,39
08/2019,LINEA 228F,ESCOLAR SECUNDARIO BSAS,8746
08/2019,LINEA 228F,NORMAL,203338
08/2019,LINEA 228F,ATRIBUTO SOCIAL,132250
08/2019,LINEA 228F,ESCOLAR PRIMARIO BSAS,2015
08/2019,LINEA 228F,ESCOLAR SECUNDARIO CABA,210
08/2019,LINEA 23,ATRIBUTO SOCIAL,98416
08/2019,LINEA 23,ESCOLAR PRIMARIO BSAS,39
08/2019,LINEA 23,ESCOLAR SECUNDARIO CABA,17006
08/2019,LINEA 23,ESCOLAR INICIAL Y PRIMARIO CABA,1973
08/2019,LINEA 23,ESCOLAR SECUNDARIO BSAS,68
08/2019,LINEA 23,NORMAL,253429
08/2019,LINEA 236,ESCOLAR INICIAL Y PRIMARIO CABA,169
08/2019,LINEA 236,ESCOLAR SECUNDARIO BSAS,95182
08/2019,LINEA 236,NORMAL,1538266
08/2019,LINEA 236,ATRIBUTO SOCIAL,1049986
08/2019,LINEA 236,ESCOLAR PRIMARIO BSAS,28412
08/2019,LINEA 236,ESCOLAR SECUNDARIO CABA,671
08/2019,LINEA 237A,ESCOLAR PRIMARIO BSAS,26215
08/2019,LINEA 237A,ESCOLAR SECUNDARIO CABA,1751
08/2019,LINEA 237A,ESCOLAR INICIAL Y PRIMARIO CABA,796
08/2019,LINEA 237A,ESCOLAR SECUNDARIO BSAS,86132
08/2019,LINEA 237A,NORMAL,904422
08/2019,LINEA 237A,ATRIBUTO SOCIAL,654073
08/2019,LINEA 238,ATRIBUTO SOCIAL,208136
08/2019,LINEA 238,ESCOLAR PRIMARIO BSAS,8410
08/2019,LINEA 238,ESCOLAR SECUNDARIO CABA,161
08/2019,LINEA 238,ESCOLAR INICIAL Y PRIMARIO CABA,30
08/2019,LINEA 238,ESCOLAR SECUNDARIO BSAS,28344
08/2019,LINEA 238,NORMAL,344252
08/2019,LINEA 239A,ATRIBUTO SOCIAL,220811
08/2019,LINEA 239A,ESCOLAR PRIMARIO BSAS,9586
08/2019,LINEA 239A,ESCOLAR SECUNDARIO CABA,110
08/2019,LINEA 239A,ESCOLAR INICIAL Y PRIMARIO CABA,59
08/2019,LINEA 239A,ESCOLAR SECUNDARIO BSAS,21196
08/2019,LINEA 239A,NORMAL,266448
08/2019,LINEA 239B,NORMAL,137460
08/2019,LINEA 239B,ATRIBUTO SOCIAL,81177
08/2019,LINEA 239B,ESCOLAR PRIMARIO BSAS,5963
08/2019,LINEA 239B,ESCOLAR SECUNDARIO CABA,60
08/2019,LINEA 239B,ESCOLAR INICIAL Y PRIMARIO CABA,20
08/2019,LINEA 239B,ESCOLAR SECUNDARIO BSAS,21457
08/2019,LINEA 24,ESCOLAR SECUNDARIO CABA,18483
08/2019,LINEA 24,ESCOLAR INICIAL Y PRIMARIO CABA,5623
08/2019,LINEA 24,ESCOLAR SECUNDARIO BSAS,16704
08/2019,LINEA 24,NORMAL,932270
08/2019,LINEA 24,ATRIBUTO SOCIAL,330640
08/2019,LINEA 24,ESCOLAR PRIMARIO BSAS,6844
08/2019,LINEA 242,ESCOLAR SECUNDARIO BSAS,79397
08/2019,LINEA 242,NORMAL,1364171
08/2019,LINEA 242,ATRIBUTO SOCIAL,920539
08/2019,LINEA 242,ESCOLAR PRIMARIO BSAS,26869
08/2019,LINEA 242,ESCOLAR SECUNDARIO CABA,838
08/2019,LINEA 242,ESCOLAR INICIAL Y PRIMARIO CABA,451
08/2019,LINEA 244,ESCOLAR PRIMARIO BSAS,2286
08/2019,LINEA 244,ESCOLAR SECUNDARIO CABA,85
08/2019,LINEA 244,ESCOLAR INICIAL Y PRIMARIO CABA,29
08/2019,LINEA 244,ESCOLAR SECUNDARIO BSAS,6398
08/2019,LINEA 244,NORMAL,198490
08/2019,LINEA 244,ATRIBUTO SOCIAL,97777
08/2019,LINEA 245,ESCOLAR SECUNDARIO BSAS,12785
08/2019,LINEA 245,NORMAL,123854
08/2019,LINEA 245,ATRIBUTO SOCIAL,69041
08/2019,LINEA 245,ESCOLAR PRIMARIO BSAS,5426
08/2019,LINEA 245,ESCOLAR SECUNDARIO CABA,28
08/2019,LINEA 245,ESCOLAR INICIAL Y PRIMARIO CABA,5
08/2019,LINEA 247,NORMAL,787539
08/2019,LINEA 247,ATRIBUTO SOCIAL,497509
08/2019,LINEA 247,ESCOLAR PRIMARIO BSAS,17709
08/2019,LINEA 247,ESCOLAR SECUNDARIO CABA,602
08/2019,LINEA 247,ESCOLAR INICIAL Y PRIMARIO CABA,167
08/2019,LINEA 247,ESCOLAR SECUNDARIO BSAS,49696
08/2019,LINEA 25,ATRIBUTO SOCIAL,151035
08/2019,LINEA 25,ESCOLAR PRIMARIO BSAS,159
08/2019,LINEA 25,ESCOLAR SECUNDARIO CABA,18964
08/2019,LINEA 25,ESCOLAR INICIAL Y PRIMARIO CABA,3157
08/2019,LINEA 25,ESCOLAR SECUNDARIO BSAS,347
08/2019,LINEA 25,NORMAL,415141
08/2019,LINEA 252,NORMAL,324370
08/2019,LINEA 252,ATRIBUTO SOCIAL,223829
08/2019,LINEA 252,ESCOLAR PRIMARIO BSAS,9123
08/2019,LINEA 252,ESCOLAR SECUNDARIO CABA,415
08/2019,LINEA 252,ESCOLAR INICIAL Y PRIMARIO CABA,238
08/2019,LINEA 252,ESCOLAR SECUNDARIO BSAS,30532
08/2019,LINEA 253 BS AS,ESCOLAR INICIAL Y PRIMARIO CABA,13
08/2019,LINEA 253 BS AS,ESCOLAR SECUNDARIO BSAS,2509
08/2019,LINEA 253 BS AS,NORMAL,45167
08/2019,LINEA 253 BS AS,ATRIBUTO SOCIAL,27203
08/2019,LINEA 253 BS AS,ESCOLAR PRIMARIO BSAS,441
08/2019,LINEA 253 BS AS,ESCOLAR SECUNDARIO CABA,20
08/2019,LINEA 257,ATRIBUTO SOCIAL,433549
08/2019,LINEA 257,ESCOLAR PRIMARIO BSAS,15259
08/2019,LINEA 257,ESCOLAR SECUNDARIO CABA,99
08/2019,LINEA 257,ESCOLAR INICIAL Y PRIMARIO CABA,64
08/2019,LINEA 257,ESCOLAR SECUNDARIO BSAS,39289
08/2019,LINEA 257,NORMAL,583307
08/2019,LINEA 26,NORMAL,607830
08/2019,LINEA 26,ATRIBUTO SOCIAL,231253
08/2019,LINEA 26,ESCOLAR PRIMARIO BSAS,122
08/2019,LINEA 26,ESCOLAR SECUNDARIO CABA,26944
08/2019,LINEA 26,ESCOLAR INICIAL Y PRIMARIO CABA,3991
08/2019,LINEA 26,ESCOLAR SECUNDARIO BSAS,337
08/2019,LINEA 263A,ESCOLAR INICIAL Y PRIMARIO CABA,22
08/2019,LINEA 263A,ESCOLAR SECUNDARIO BSAS,7964
08/2019,LINEA 263A,NORMAL,144628
08/2019,LINEA 263A,ATRIBUTO SOCIAL,108094
08/2019,LINEA 263A,ESCOLAR PRIMARIO BSAS,3644
08/2019,LINEA 263A,ESCOLAR SECUNDARIO CABA,34
08/2019,LINEA 263B,NORMAL,217926
08/2019,LINEA 263B,ATRIBUTO SOCIAL,153196
08/2019,LINEA 263B,ESCOLAR PRIMARIO BSAS,4517
08/2019,LINEA 263B,ESCOLAR SECUNDARIO CABA,55
08/2019,LINEA 263B,ESCOLAR INICIAL Y PRIMARIO CABA,29
08/2019,LINEA 263B,ESCOLAR SECUNDARIO BSAS,11174
08/2019,LINEA 264,ESCOLAR INICIAL Y PRIMARIO CABA,148
08/2019,LINEA 264,ESCOLAR SECUNDARIO BSAS,21576
08/2019,LINEA 264,NORMAL,256579
08/2019,LINEA 264,ATRIBUTO SOCIAL,173953
08/2019,LINEA 264,ESCOLAR PRIMARIO BSAS,7884
08/2019,LINEA 264,ESCOLAR SECUNDARIO CABA,48
08/2019,LINEA 266,ESCOLAR PRIMARIO BSAS,32144
08/2019,LINEA 266,ESCOLAR SECUNDARIO CABA,147
08/2019,LINEA 266,ESCOLAR INICIAL Y PRIMARIO CABA,48
08/2019,LINEA 266,ESCOLAR SECUNDARIO BSAS,82304
08/2019,LINEA 266,NORMAL,1193049
08/2019,LINEA 266,ATRIBUTO SOCIAL,847411
08/2019,LINEA 269,ATRIBUTO SOCIAL,676686
08/2019,LINEA 269,ESCOLAR PRIMARIO BSAS,25167
08/2019,LINEA 269,ESCOLAR SECUNDARIO CABA,302
08/2019,LINEA 269,ESCOLAR INICIAL Y PRIMARIO CABA,177
08/2019,LINEA 269,ESCOLAR SECUNDARIO BSAS,63084
08/2019,LINEA 269,NORMAL,964186
08/2019,LINEA 271,ESCOLAR SECUNDARIO CABA,365
08/2019,LINEA 271,ESCOLAR INICIAL Y PRIMARIO CABA,253
08/2019,LINEA 271,ESCOLAR SECUNDARIO BSAS,33007
08/2019,LINEA 271,NORMAL,539943
08/2019,LINEA 271,ATRIBUTO SOCIAL,368983
08/2019,LINEA 271,ESCOLAR PRIMARIO BSAS,14469
08/2019,LINEA 273,ESCOLAR PRIMARIO BSAS,15615
08/2019,LINEA 273,ESCOLAR SECUNDARIO CABA,100
08/2019,LINEA 273,ESCOLAR INICIAL Y PRIMARIO CABA,49
08/2019,LINEA 273,ESCOLAR SECUNDARIO BSAS,65420
08/2019,LINEA 273,NORMAL,750334
08/2019,LINEA 273,ATRIBUTO SOCIAL,405771
08/2019,LINEA 275,ESCOLAR INICIAL Y PRIMARIO CABA,1
08/2019,LINEA 275,ESCOLAR SECUNDARIO BSAS,46899
08/2019,LINEA 275,NORMAL,408225
08/2019,LINEA 275,ATRIBUTO SOCIAL,287154
08/2019,LINEA 275,ESCOLAR PRIMARIO BSAS,17020
08/2019,LINEA 275,ESCOLAR SECUNDARIO CABA,12
08/2019,LINEA 276,ESCOLAR INICIAL Y PRIMARIO CABA,54
08/2019,LINEA 276,ESCOLAR SECUNDARIO BSAS,35577
08/2019,LINEA 276,NORMAL,615372
08/2019,LINEA 276,ATRIBUTO SOCIAL,418766
08/2019,LINEA 276,ESCOLAR PRIMARIO BSAS,9240
08/2019,LINEA 276,ESCOLAR SECUNDARIO CABA,80
08/2019,LINEA 277,ESCOLAR INICIAL Y PRIMARIO CABA,33
08/2019,LINEA 277,ESCOLAR SECUNDARIO BSAS,7634
08/2019,LINEA 277,NORMAL,147952
08/2019,LINEA 277,ATRIBUTO SOCIAL,86018
08/2019,LINEA 277,ESCOLAR PRIMARIO BSAS,1787
08/2019,LINEA 277,ESCOLAR SECUNDARIO CABA,127
08/2019,LINEA 278,ESCOLAR INICIAL Y PRIMARIO CABA,71
08/2019,LINEA 278,ESCOLAR SECUNDARIO BSAS,70742
08/2019,LINEA 278,NORMAL,729199
08/2019,LINEA 278,ATRIBUTO SOCIAL,487611
08/2019,LINEA 278,ESCOLAR PRIMARIO BSAS,24115
08/2019,LINEA 278,ESCOLAR SECUNDARIO CABA,179
08/2019,LINEA 28,ATRIBUTO SOCIAL,810928
08/2019,LINEA 28,ESCOLAR PRIMARIO BSAS,2539
08/2019,LINEA 28,ESCOLAR SECUNDARIO CABA,29916
08/2019,LINEA 28,ESCOLAR INICIAL Y PRIMARIO CABA,4430
08/2019,LINEA 28,ESCOLAR SECUNDARIO BSAS,7684
08/2019,LINEA 28,NORMAL,1626238
08/2019,LINEA 281,ESCOLAR SECUNDARIO CABA,52
08/2019,LINEA 281,ESCOLAR INICIAL Y PRIMARIO CABA,38
08/2019,LINEA 281,ESCOLAR SECUNDARIO BSAS,19610
08/2019,LINEA 281,NORMAL,286375
08/2019,LINEA 281,ATRIBUTO SOCIAL,206199
08/2019,LINEA 281,ESCOLAR PRIMARIO BSAS,7968
08/2019,LINEA 283,ESCOLAR SECUNDARIO BSAS,31874
08/2019,LINEA 283,NORMAL,482464
08/2019,LINEA 283,ATRIBUTO SOCIAL,365750
08/2019,LINEA 283,ESCOLAR PRIMARIO BSAS,6614
08/2019,LINEA 283,ESCOLAR SECUNDARIO CABA,591
08/2019,LINEA 283,ESCOLAR INICIAL Y PRIMARIO CABA,145
08/2019,LINEA 284,NORMAL,132899
08/2019,LINEA 284,ATRIBUTO SOCIAL,110779
08/2019,LINEA 284,ESCOLAR PRIMARIO BSAS,2294
08/2019,LINEA 284,ESCOLAR SECUNDARIO CABA,80
08/2019,LINEA 284,ESCOLAR INICIAL Y PRIMARIO CABA,53
08/2019,LINEA 284,ESCOLAR SECUNDARIO BSAS,7646
08/2019,LINEA 288,ESCOLAR SECUNDARIO CABA,68
08/2019,LINEA 288,ESCOLAR INICIAL Y PRIMARIO CABA,57
08/2019,LINEA 288,ESCOLAR SECUNDARIO BSAS,15232
08/2019,LINEA 288,NORMAL,211862
08/2019,LINEA 288,ATRIBUTO SOCIAL,198618
08/2019,LINEA 288,ESCOLAR PRIMARIO BSAS,4839
08/2019,LINEA 289,ESCOLAR INICIAL Y PRIMARIO CABA,143
08/2019,LINEA 289,ESCOLAR SECUNDARIO BSAS,12496
08/2019,LINEA 289,NORMAL,342647
08/2019,LINEA 289,ATRIBUTO SOCIAL,214101
08/2019,LINEA 289,ESCOLAR PRIMARIO BSAS,3846
08/2019,LINEA 289,ESCOLAR SECUNDARIO CABA,616
08/2019,LINEA 29,ATRIBUTO SOCIAL,230891
08/2019,LINEA 29,ESCOLAR PRIMARIO BSAS,278
08/2019,LINEA 29,ESCOLAR SECUNDARIO CABA,23309
08/2019,LINEA 29,ESCOLAR INICIAL Y PRIMARIO CABA,2740
08/2019,LINEA 29,ESCOLAR SECUNDARIO BSAS,653
08/2019,LINEA 29,NORMAL,789515
08/2019,LINEA 291,ESCOLAR SECUNDARIO CABA,39
08/2019,LINEA 291,ESCOLAR INICIAL Y PRIMARIO CABA,4
08/2019,LINEA 291,ESCOLAR SECUNDARIO BSAS,20902
08/2019,LINEA 291,NORMAL,385972
08/2019,LINEA 291,ATRIBUTO SOCIAL,274260
08/2019,LINEA 291,ESCOLAR PRIMARIO BSAS,3283
08/2019,LINEA 293A,ESCOLAR SECUNDARIO BSAS,15706
08/2019,LINEA 293A,NORMAL,252695
08/2019,LINEA 293A,ATRIBUTO SOCIAL,178330
08/2019,LINEA 293A,ESCOLAR PRIMARIO BSAS,5679
08/2019,LINEA 293A,ESCOLAR SECUNDARIO CABA,178
08/2019,LINEA 293A,ESCOLAR INICIAL Y PRIMARIO CABA,102
08/2019,LINEA 293B,NORMAL,183845
08/2019,LINEA 293B,ATRIBUTO SOCIAL,107340
08/2019,LINEA 293B,ESCOLAR PRIMARIO BSAS,4156
08/2019,LINEA 293B,ESCOLAR SECUNDARIO CABA,65
08/2019,LINEA 293B,ESCOLAR INICIAL Y PRIMARIO CABA,52
08/2019,LINEA 293B,ESCOLAR SECUNDARIO BSAS,11904
08/2019,LINEA 295,ESCOLAR SECUNDARIO CABA,225
08/2019,LINEA 295,ESCOLAR INICIAL Y PRIMARIO CABA,55
08/2019,LINEA 295,ESCOLAR SECUNDARIO BSAS,26032
08/2019,LINEA 295,NORMAL,343796
08/2019,LINEA 295,ATRIBUTO SOCIAL,211410
08/2019,LINEA 295,ESCOLAR PRIMARIO BSAS,7514
08/2019,LINEA 297,ESCOLAR SECUNDARIO BSAS,27858
08/2019,LINEA 297,NORMAL,255673
08/2019,LINEA 297,ATRIBUTO SOCIAL,180647
08/2019,LINEA 297,ESCOLAR PRIMARIO BSAS,7381
08/2019,LINEA 297,ESCOLAR SECUNDARIO CABA,56
08/2019,LINEA 297,ESCOLAR INICIAL Y PRIMARIO CABA,15
08/2019,LINEA 298,ESCOLAR INICIAL Y PRIMARIO CABA,221
08/2019,LINEA 298,ESCOLAR SECUNDARIO BSAS,20524
08/2019,LINEA 298,NORMAL,492742
08/2019,LINEA 298,ATRIBUTO SOCIAL,290494
08/2019,LINEA 298,ESCOLAR PRIMARIO BSAS,5199
08/2019,LINEA 298,ESCOLAR SECUNDARIO CABA,1257
08/2019,LINEA 299,NORMAL,340846
08/2019,LINEA 299,ATRIBUTO SOCIAL,200995
08/2019,LINEA 299,ESCOLAR PRIMARIO BSAS,10387
08/2019,LINEA 299,ESCOLAR SECUNDARIO CABA,228
08/2019,LINEA 299,ESCOLAR INICIAL Y PRIMARIO CABA,155
08/2019,LINEA 299,ESCOLAR SECUNDARIO BSAS,31804
08/2019,LINEA 300,ESCOLAR PRIMARIO BSAS,7274
08/2019,LINEA 300,ESCOLAR SECUNDARIO CABA,25
08/2019,LINEA 300,ESCOLAR INICIAL Y PRIMARIO CABA,4
08/2019,LINEA 300,ESCOLAR SECUNDARIO BSAS,26787
08/2019,LINEA 300,NORMAL,335904
08/2019,LINEA 300,ATRIBUTO SOCIAL,205833
08/2019,LINEA 302,NORMAL,353953
08/2019,LINEA 302,ATRIBUTO SOCIAL,202590
08/2019,LINEA 302,ESCOLAR PRIMARIO BSAS,3743
08/2019,LINEA 302,ESCOLAR SECUNDARIO CABA,286
08/2019,LINEA 302,ESCOLAR INICIAL Y PRIMARIO CABA,145
08/2019,LINEA 302,ESCOLAR SECUNDARIO BSAS,11789
08/2019,LINEA 303,ESCOLAR INICIAL Y PRIMARIO CABA,46
08/2019,LINEA 303,ESCOLAR SECUNDARIO BSAS,26092
08/2019,LINEA 303,NORMAL,522720
08/2019,LINEA 303,ATRIBUTO SOCIAL,317291
08/2019,LINEA 303,ESCOLAR PRIMARIO BSAS,11535
08/2019,LINEA 303,ESCOLAR SECUNDARIO CABA,100
08/2019,LINEA 304,ATRIBUTO SOCIAL,370486
08/2019,LINEA 304,ESCOLAR PRIMARIO BSAS,8817
08/2019,LINEA 304,ESCOLAR SECUNDARIO CABA,652
08/2019,LINEA 304,ESCOLAR INICIAL Y PRIMARIO CABA,133
08/2019,LINEA 304,ESCOLAR SECUNDARIO BSAS,32618
08/2019,LINEA 304,NORMAL,666622
08/2019,LINEA 306,ESCOLAR INICIAL Y PRIMARIO CABA,735
08/2019,LINEA 306,ESCOLAR SECUNDARIO BSAS,47985
08/2019,LINEA 306,NORMAL,994857
08/2019,LINEA 306,ATRIBUTO SOCIAL,596238
08/2019,LINEA 306,ESCOLAR PRIMARIO BSAS,11065
08/2019,LINEA 306,ESCOLAR SECUNDARIO CABA,2391
08/2019,LINEA 307,ESCOLAR PRIMARIO BSAS,21885
08/2019,LINEA 307,ESCOLAR SECUNDARIO CABA,36
08/2019,LINEA 307,ESCOLAR INICIAL Y PRIMARIO CABA,3
08/2019,LINEA 307,ESCOLAR SECUNDARIO BSAS,59113
08/2019,LINEA 307,NORMAL,620729
08/2019,LINEA 307,ATRIBUTO SOCIAL,372800
08/2019,LINEA 31,ATRIBUTO SOCIAL,441777
08/2019,LINEA 31,ESCOLAR PRIMARIO BSAS,2682
08/2019,LINEA 31,ESCOLAR SECUNDARIO CABA,33554
08/2019,LINEA 31,ESCOLAR INICIAL Y PRIMARIO CABA,7179
08/2019,LINEA 31,ESCOLAR SECUNDARIO BSAS,8688
08/2019,LINEA 31,NORMAL,704971
08/2019,LINEA 310,ESCOLAR SECUNDARIO BSAS,13249
08/2019,LINEA 310,NORMAL,105428
08/2019,LINEA 310,ATRIBUTO SOCIAL,88569
08/2019,LINEA 310,ESCOLAR PRIMARIO BSAS,3536
08/2019,LINEA 310,ESCOLAR SECUNDARIO CABA,119
08/2019,LINEA 310,ESCOLAR INICIAL Y PRIMARIO CABA,35
08/2019,LINEA 311,ATRIBUTO SOCIAL,424635
08/2019,LINEA 311,ESCOLAR PRIMARIO BSAS,8468
08/2019,LINEA 311,ESCOLAR SECUNDARIO CABA,172
08/2019,LINEA 311,ESCOLAR INICIAL Y PRIMARIO CABA,67
08/2019,LINEA 311,ESCOLAR SECUNDARIO BSAS,24826
08/2019,LINEA 311,NORMAL,434228
08/2019,LINEA 312,ESCOLAR INICIAL Y PRIMARIO CABA,29
08/2019,LINEA 312,ESCOLAR SECUNDARIO BSAS,21239
08/2019,LINEA 312,NORMAL,292622
08/2019,LINEA 312,ATRIBUTO SOCIAL,221854
08/2019,LINEA 312,ESCOLAR PRIMARIO BSAS,5678
08/2019,LINEA 312,ESCOLAR SECUNDARIO CABA,86
08/2019,LINEA 313,ATRIBUTO SOCIAL,29605
08/2019,LINEA 313,ESCOLAR SECUNDARIO BSAS,2759
08/2019,LINEA 313,NORMAL,53245
08/2019,LINEA 313,ESCOLAR PRIMARIO BSAS,436
08/2019,LINEA 313,ESCOLAR SECUNDARIO CABA,17
08/2019,LINEA 314,NORMAL,788936
08/2019,LINEA 314,ATRIBUTO SOCIAL,420681
08/2019,LINEA 314,ESCOLAR PRIMARIO BSAS,21431
08/2019,LINEA 314,ESCOLAR SECUNDARIO CABA,607
08/2019,LINEA 314,ESCOLAR INICIAL Y PRIMARIO CABA,171
08/2019,LINEA 314,ESCOLAR SECUNDARIO BSAS,61582
08/2019,LINEA 315,ESCOLAR INICIAL Y PRIMARIO CABA,167
08/2019,LINEA 315,ESCOLAR SECUNDARIO BSAS,15039
08/2019,LINEA 315,NORMAL,383862
08/2019,LINEA 315,ATRIBUTO SOCIAL,268525
08/2019,LINEA 315,ESCOLAR PRIMARIO BSAS,6832
08/2019,LINEA 315,ESCOLAR SECUNDARIO CABA,157
08/2019,LINEA 317 BS AS,ATRIBUTO SOCIAL,262513
08/2019,LINEA 317 BS AS,ESCOLAR PRIMARIO BSAS,5760
08/2019,LINEA 317 BS AS,ESCOLAR SECUNDARIO CABA,208
08/2019,LINEA 317 BS AS,ESCOLAR INICIAL Y PRIMARIO CABA,52
08/2019,LINEA 317 BS AS,ESCOLAR SECUNDARIO BSAS,17100
08/2019,LINEA 317 BS AS,NORMAL,357779
08/2019,LINEA 318,ESCOLAR SECUNDARIO BSAS,78827
